Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
3/24/2025 23:00,55.25180536,21.35981786,25.44643472,21.19404226,0.7,63.08736659,38.48905777,0.08,2.81,Boost All,3
3/25/2025 0:00,75.22694505,23.21042641,29.17901779,20.18501208,0.89,85.01022828,42.05593897,0.08,3.81,Increase Chiller,0
3/25/2025 1:00,75.63299587,19.55418741,23.42775283,25.16201624,0.87,75.19623425,54.06969297,0.11,1.16,Reduce AHU,1
3/25/2025 2:00,76.91393502,22.20919782,26.95031301,22.82781554,0.84,73.76506301,50.06530819,0.09,1.17,Increase Chiller,0
3/25/2025 3:00,52.46889982,20.81931179,26.78619818,19.92020637,0.57,45.08095539,40.96955799,0.05,4.08,Reduce AHU,1
3/25/2025 4:00,80.18068037,23.42833952,29.21939594,22.90054777,0.91,85.27462676,44.63816578,0.09,1.1,Eco Mode,4
3/25/2025 5:00,48.27243512,19.35199318,25.17640391,20.89453489,0.66,58.09070561,39.84621222,0.09,3.11,Increase Chiller,0
3/25/2025 6:00,77.97589593,21.66017588,27.5278849,22.65588032,0.75,68.00673659,42.16562308,0.1,1.34,Increase Chiller,0
3/25/2025 7:00,24.32485824,18.08792092,24.82882638,18.28136238,0.4,28.87427073,34.2595702,0.05,5.72,Eco Mode,4
3/25/2025 8:00,70.0136223,19.76288307,28.72018108,23.12974879,0.81,71.00942693,49.13859216,0.11,0.87,Boost All,3
3/25/2025 9:00,41.34819077,18.75312639,21.39870496,22.93269739,0.52,34.91658467,49.12676877,0.05,1.07,Maintain,2
3/25/2025 10:00,55.67298159,19.71984631,24.6038859,26.17514774,0.68,52.80215256,52.23521164,0.09,2.18,Maintain,2
3/25/2025 11:00,100,26.75627446,31.76258536,25.77934969,1.04,100,47.87089761,0.09,1.78,Reduce AHU,1
3/25/2025 12:00,92.71952704,25.30265542,28.4589259,26.13613047,0.97,87.47979082,54.74173508,0.1,2.14,Increase Chiller,0
3/25/2025 13:00,70.79099126,21.93696532,23.97543231,18,0.77,72.68639869,37.74291305,0.08,6,Eco Mode,4
3/25/2025 14:00,67.0347844,19.72153199,25.68422442,26.55527901,0.88,76.82727794,53.7996261,0.09,2.56,Reduce AHU,1
3/25/2025 15:00,88.02289978,23.79407205,28.52333434,29.12802972,1.08,97.15530659,59.9330017,0.12,5.13,Boost All,3
3/25/2025 16:00,79.88254059,22.7037464,27.78226352,27.87372999,0.9,79.28051933,53.29057366,0.13,3.87,Boost All,3
3/25/2025 17:00,52.48752974,21.09041169,25.65213644,27.40578841,0.74,59.23029139,53.47957834,0.08,3.41,Boost All,3
3/25/2025 18:00,83.119207,24.00191995,31.69234267,23.57763646,0.86,74.53293448,51.78412818,0.1,0.42,Maintain,2
3/25/2025 19:00,83.86139556,24.0674573,28.64179046,24.72420228,0.93,84.91574989,50.1966058,0.12,0.72,Maintain,2
3/25/2025 20:00,97.49463462,22.2113535,32.07737078,24.12663627,0.99,96.11581583,44.5806635,0.09,0.13,Boost All,3
3/25/2025 21:00,60.62096782,21.89754477,30.34702953,27.79892784,0.69,52.75884052,53.50988339,0.09,3.8,Eco Mode,4
3/25/2025 22:00,51.64488344,19.99086198,23.31393739,21.59259984,0.68,56.82622819,44.41726532,0.07,2.41,Increase Chiller,0
3/25/2025 23:00,78.81015846,20.9605638,24.61924877,18,0.81,78.39730541,35.70207825,0.12,6,Eco Mode,4
3/26/2025 0:00,86.2961807,24.71647983,28.49194722,22.06371148,0.89,83.39122402,45.46639228,0.12,1.94,Maintain,2
3/26/2025 1:00,73.58223508,21.48206159,25.02859778,26.87038873,0.85,72.61474378,53.55663874,0.08,2.87,Eco Mode,4
3/26/2025 2:00,50.00924896,19.47690342,21.53134696,21.73996671,0.68,55.33724028,46.50105975,0.1,2.26,Eco Mode,4
3/26/2025 3:00,41.89884446,19.97081353,26.28395803,21.36581076,0.61,48.52832322,44.70043938,0.05,2.63,Eco Mode,4
3/26/2025 4:00,72.09124992,22.96546557,29.63779295,20.70850892,0.79,75.36908718,38.34116074,0.11,3.29,Reduce AHU,1
3/26/2025 5:00,38.5880112,17.20450739,22.12346384,23.18253204,0.45,30.11083987,41.60563808,0.06,0.82,Maintain,2
3/26/2025 6:00,52.32435781,18.00599655,23.17671339,26.10209819,0.64,46.48016048,53.32027763,0.08,2.1,Reduce AHU,1
3/26/2025 7:00,98.23450984,24.10461859,27.3913212,25.11789583,1.05,100,50.44603715,0.16,1.12,Eco Mode,4
3/26/2025 8:00,64.50612674,21.05499415,26.30735547,25.28776873,0.82,72.48979103,47.91004978,0.08,1.29,Increase Chiller,0
3/26/2025 9:00,98.48934829,24.33590061,31.64819297,23.03720372,1.01,100,41.81539022,0.11,0.96,Reduce AHU,1
3/26/2025 10:00,100,23.77444072,27.84083356,18.45705779,0.93,91.93278294,39.4089245,0.13,5.54,Reduce AHU,1
3/26/2025 11:00,94.12332559,25.19728388,30.21603753,19.07462905,0.99,99.25724294,38.76635408,0.09,4.93,Reduce AHU,1
3/26/2025 12:00,58.43624978,19.82576889,25.7541457,33.41799469,0.83,59.89075274,70.37570326,0.11,9.42,Increase Chiller,0
3/26/2025 13:00,80.77505212,22.08487402,26.60630162,29.20648975,0.93,78.09841951,61.24959382,0.12,5.21,Eco Mode,4
3/26/2025 14:00,36.01354621,18.2731827,23.94981605,22.26576158,0.54,40.10453773,44.39290569,0.06,1.73,Eco Mode,4
3/26/2025 15:00,68.60780808,22.56581367,24.30666738,20.02358484,0.8,76.4713474,38.32156041,0.09,3.98,Maintain,2
3/26/2025 16:00,68.54781347,21.54457899,22.84680829,26.34433323,0.81,65.61833167,57.27792481,0.11,2.34,Reduce AHU,1
3/26/2025 17:00,64.77108085,21.29968753,27.56558428,24.08461569,0.82,73.87685452,46.03258295,0.09,0.08,Maintain,2
3/26/2025 18:00,38.59714674,18.61674503,25.25526261,21.81273796,0.45,31.27400863,40.08940982,0.06,2.19,Eco Mode,4
3/26/2025 19:00,91.7378539,23.47950327,31.8171215,25.05311161,0.94,83.20802038,54.53431012,0.1,1.05,Boost All,3
3/26/2025 20:00,75.00745455,22.32956311,28.1159275,22.03850033,0.74,67.18654664,41.1102279,0.11,1.96,Increase Chiller,0
3/26/2025 21:00,56.67183042,22.09809325,29.16341358,25.73227085,0.78,65.94802417,49.62396098,0.11,1.73,Eco Mode,4
3/26/2025 22:00,66.58423714,21.68146838,25.97954778,23.65833195,0.71,59.0416468,47.21605856,0.1,0.34,Maintain,2
3/26/2025 23:00,84.462161,22.84503118,30.14832566,19.09849238,0.87,85.56369363,37.44046313,0.1,4.9,Reduce AHU,1
3/27/2025 0:00,55.57762661,20.81023505,26.12528485,27.39624085,0.71,57.21460938,49.86569802,0.06,3.4,Eco Mode,4
3/27/2025 1:00,13.02088266,18.13078777,20.2783881,24.92137498,0.42,21.10585373,51.14742641,0.06,0.92,Reduce AHU,1
3/27/2025 2:00,46.94685163,20.63917369,26.20254252,24.79423071,0.57,38.80249544,51.36651287,0.08,0.79,Reduce AHU,1
3/27/2025 3:00,56.38467785,22.40139887,29.51123224,24.64459205,0.69,54.17103785,50.35385387,0.08,0.64,Eco Mode,4
3/27/2025 4:00,56.56691421,20.68175228,29.46511552,23.71716546,0.72,57.96442922,50.6866986,0.09,0.28,Boost All,3
3/27/2025 5:00,26.18868883,16.67949509,22.50607804,24.02398931,0.5,33.93746515,46.15581228,0.05,0.02,Boost All,3
3/27/2025 6:00,97.51521349,26.11809179,29.33255577,28.74859795,1.07,95.1295192,60.91987182,0.11,4.75,Increase Chiller,0
3/27/2025 7:00,100,24.35497639,27.67035078,21.54984629,0.94,93.05439553,38.52418984,0.09,2.45,Boost All,3
3/27/2025 8:00,97.87135897,24.76634855,28.84877289,22.68134877,1.03,100,45.40422481,0.1,1.32,Boost All,3
3/27/2025 9:00,59.48257634,19.7350359,24.2417734,24.68417596,0.64,51.85547564,44.77515157,0.07,0.68,Boost All,3
3/27/2025 10:00,40.68609179,16.69127531,20.72704076,23.73958128,0.48,32.56372789,44.59025418,0.04,0.26,Maintain,2
3/27/2025 11:00,95.91641928,26.69707192,31.73527606,26.67338216,1,91.28479198,53.04025575,0.15,2.67,Boost All,3
3/27/2025 12:00,69.46884298,23.20216512,26.08586026,20.81269486,0.74,68.97530945,37.91663129,0.11,3.19,Increase Chiller,0
3/27/2025 13:00,84.88334248,23.03174739,27.10605907,27.0191387,0.97,89.61877306,51.1438055,0.08,3.02,Increase Chiller,0
3/27/2025 14:00,73.43665373,22.73867136,22.73867136,27.13690296,0.94,81.31323459,57.89873838,0.13,3.14,Boost All,3
3/27/2025 15:00,44.0010294,21.47080027,30.71787171,22.67232131,0.59,48.40789731,41.2478981,0.08,1.33,Reduce AHU,1
3/27/2025 16:00,51.38824004,19.45019994,23.10050537,25.44001234,0.72,61.34105187,45.98749231,0.06,1.44,Increase Chiller,0
3/27/2025 17:00,79.04103596,21.50035778,24.0808123,19.73166671,0.88,84.92811867,40.48055036,0.11,4.27,Maintain,2
3/27/2025 18:00,63.63605637,21.30764589,25.12099225,27.77665572,0.82,68.94230621,54.39667158,0.08,3.78,Boost All,3
3/27/2025 19:00,74.81670501,21.10251962,26.27113479,21.34721474,0.85,80.91893851,40.37649009,0.12,2.65,Eco Mode,4
3/27/2025 20:00,73.60603981,21.76040489,24.72653909,19.27746958,0.69,64.75978487,34.42894585,0.06,4.72,Increase Chiller,0
3/27/2025 21:00,74.38114587,24.59218631,30.76662424,22.4885583,0.9,83.58759542,46.62558858,0.12,1.51,Boost All,3
3/27/2025 22:00,58.44483956,21.22730359,24.09603424,29.79676365,0.75,59.46428742,55.36795085,0.07,5.8,Increase Chiller,0
3/27/2025 23:00,62.1471331,22.0646503,24.95752292,22.73953981,0.73,64.20715912,43.38875,0.1,1.26,Reduce AHU,1
3/28/2025 0:00,60.93953531,20.13437303,24.35657431,23.07893523,0.78,66.76135207,48.40540085,0.1,0.92,Increase Chiller,0
3/28/2025 1:00,67.87207913,22.7031967,26.57570459,23.43222077,0.81,70.90582224,49.32314959,0.08,0.57,Eco Mode,4
3/28/2025 2:00,63.40932503,22.5695025,27.02571349,18,0.62,56.41814002,32.95163338,0.07,6,Eco Mode,4
3/28/2025 3:00,42.72452337,19.21654702,22.37422269,23.1187506,0.59,42.88065071,49.37004276,0.07,0.88,Reduce AHU,1
3/28/2025 4:00,89.79987309,25.36745441,33.86953598,22.90778364,0.96,92.97841493,42.84968419,0.09,1.09,Eco Mode,4
3/28/2025 5:00,72.91660954,22.58145967,27.15942785,23.49590101,0.81,73.97355904,44.31803689,0.12,0.5,Eco Mode,4
3/28/2025 6:00,85.39135317,23.37052662,26.68915027,23.33683266,0.91,81.74166647,50.96668058,0.13,0.66,Eco Mode,4
3/28/2025 7:00,70.3436332,24.26471635,27.81526162,22.73719554,0.77,67.73766514,45.76242284,0.1,1.26,Boost All,3
3/28/2025 8:00,65.66294356,21.05986605,23.8704301,25.76306635,0.76,64.92753195,47.99694176,0.06,1.76,Maintain,2
3/28/2025 9:00,76.29143453,23.05123148,27.49421959,24.90151039,0.83,71.29402265,52.91550367,0.12,0.9,Reduce AHU,1
3/28/2025 10:00,58.71475007,20.71812485,25.76002652,25.00721696,0.7,58.26284222,46.76935903,0.1,1.01,Boost All,3
3/28/2025 11:00,87.70995968,24.14391809,26.4027411,23.85750807,0.88,81.08481265,45.3387327,0.09,0.14,Reduce AHU,1
3/28/2025 12:00,98.31237032,24.24727188,27.10942974,28.56259911,1.07,100,54.18503065,0.09,4.56,Eco Mode,4
3/28/2025 13:00,85.26592611,23.89023574,27.4083529,25.54775366,0.9,78.41228215,54.96266908,0.09,1.55,Eco Mode,4
3/28/2025 14:00,63.41641041,21.89954899,25.00159114,24.71938565,0.79,65.51003836,53.34787936,0.08,0.72,Increase Chiller,0
3/28/2025 15:00,61.2603065,22.11898009,28.85093446,25.85118821,0.7,56.24497049,49.66316652,0.09,1.85,Increase Chiller,0
3/28/2025 16:00,48.04191208,19.39239444,22.33271391,23.94216217,0.71,56.06022467,52.58326371,0.08,0.06,Boost All,3
3/28/2025 17:00,61.83760023,22.06842874,30.21893521,23.8236825,0.68,54.77163908,47.89847949,0.1,0.18,Eco Mode,4
3/28/2025 18:00,44.99676507,19.19031321,22.49686761,25.17083787,0.66,49.70078365,53.45156004,0.06,1.17,Maintain,2
3/28/2025 19:00,29.60301229,18.07248408,23.00798817,22.14899928,0.41,23.58095432,43.35178544,0.05,1.85,Increase Chiller,0
3/28/2025 20:00,35.33592938,17.01773863,22.63547871,25.41587364,0.62,44.79284618,53.04288894,0.08,1.42,Increase Chiller,0
3/28/2025 21:00,61.44340966,21.52336864,28.20353679,19.14994735,0.66,56.3185944,41.24203809,0.08,4.85,Eco Mode,4
3/28/2025 22:00,79.7503744,22.50413792,24.80051505,25.29073861,0.84,73.89579598,49.96443094,0.07,1.29,Eco Mode,4
3/28/2025 23:00,49.98171981,20.74225667,27.38077079,22.83055695,0.66,56.67499635,41.90482167,0.06,1.17,Maintain,2
3/29/2025 0:00,43.7690366,19.32812234,24.26811345,19.80474104,0.6,50.16737745,39.83909108,0.06,4.2,Eco Mode,4
3/29/2025 1:00,63.89461102,22.13282316,25.74168841,28.46567807,0.85,70.17548041,58.65330408,0.12,4.47,Eco Mode,4
3/29/2025 2:00,100,24.7745499,27.70407317,21.91650156,1,100,39.52363008,0.15,2.08,Maintain,2
3/29/2025 3:00,73.24663476,22.51847352,28.26655259,26.02472547,0.87,78.91353392,48.30354151,0.08,2.02,Eco Mode,4
3/29/2025 4:00,43.83421211,18.29796423,26.46937991,20.5658254,0.6,51.05762761,38.28833287,0.06,3.43,Increase Chiller,0
3/29/2025 5:00,88.64384842,23.18524258,29.46273379,26.40010686,0.93,82.2877402,54.68320152,0.08,2.4,Boost All,3
3/29/2025 6:00,89.38163741,24.94219222,29.98185735,20.99742711,0.92,87.89812649,42.8171556,0.13,3,Increase Chiller,0
3/29/2025 7:00,72.58599822,22.61336276,27.69134307,26.41836107,0.86,77.36186021,48.007031,0.07,2.42,Boost All,3
3/29/2025 8:00,44.19232531,20.28453484,23.65756354,26.73419855,0.56,39.25602167,49.76946032,0.06,2.73,Boost All,3
3/29/2025 9:00,52.51044651,19.43705645,30.69813266,20.31172179,0.61,48.62060316,45.13375841,0.09,3.69,Maintain,2
3/29/2025 10:00,56.690965,21.44305974,24.19670675,26.41252753,0.7,55.05836766,52.55535123,0.09,2.41,Increase Chiller,0
3/29/2025 11:00,82.39411552,22.76847594,28.94944677,26.68808803,1.02,92.17397291,55.78343002,0.13,2.69,Increase Chiller,0
3/29/2025 12:00,34.50405203,19.05786573,23.09912902,25.3535626,0.47,24.91337058,53.82896438,0.05,1.35,Maintain,2
3/29/2025 13:00,77.47420929,23.18847484,30.70772393,18.56484848,0.79,78.52457711,32.92396983,0.09,5.44,Reduce AHU,1
3/29/2025 14:00,52.98493398,20.18392861,25.62400111,25.11442348,0.72,60.74612693,46.20957603,0.08,1.11,Boost All,3
3/29/2025 15:00,49.58568369,20.19223127,29.54203225,23.26392034,0.59,42.06562426,50.94583239,0.05,0.74,Eco Mode,4
3/29/2025 16:00,50.61990879,20.08558539,21.50550606,26.91285106,0.67,50.12171324,52.93400218,0.09,2.91,Increase Chiller,0
3/29/2025 17:00,49.11124302,19.23003089,25.709456,26.35852034,0.63,43.32348451,57.3966236,0.06,2.36,Maintain,2
3/29/2025 18:00,55.52514152,21.49641196,26.08812937,22.39401026,0.71,58.20405768,47.96090965,0.09,1.61,Maintain,2
3/29/2025 19:00,48.15322302,17.34569713,21.95269888,26.44894438,0.67,49.50618632,54.49485534,0.07,2.45,Maintain,2
3/29/2025 20:00,69.20826265,21.28779805,26.27358455,22.55014849,0.83,73.46826738,48.2496038,0.11,1.45,Eco Mode,4
3/29/2025 21:00,55.84847202,20.63369143,24.24457511,26.26461751,0.73,60.50767532,49.59073878,0.06,2.26,Eco Mode,4
3/29/2025 22:00,78.46846993,23.4919053,29.05876063,21.88366614,0.89,83.85561428,43.13155498,0.1,2.12,Reduce AHU,1
3/29/2025 23:00,62.01636018,22.59448031,27.82958486,23.35484169,0.68,54.24847326,48.48684,0.06,0.65,Maintain,2
3/30/2025 0:00,71.26996966,22.25553758,24.9808875,24.80633928,0.75,63.37917959,49.01472585,0.07,0.81,Eco Mode,4
3/30/2025 1:00,50.77779796,20.92638225,28.55651652,23.99293435,0.64,50.1061256,48.57673037,0.06,0.01,Reduce AHU,1
3/30/2025 2:00,33.675708,18.32627818,20.58480087,23.61659216,0.52,36.72243203,45.71023383,0.06,0.38,Increase Chiller,0
3/30/2025 3:00,68.77458371,23.25638291,28.25248534,23.12956202,0.81,74.86995446,43.03343642,0.07,0.87,Maintain,2
3/30/2025 4:00,57.12348949,20.57767279,24.72415144,24.66009434,0.62,47.99179694,46.36082618,0.06,0.66,Reduce AHU,1
3/30/2025 5:00,61.91534631,21.48643436,24.68151557,18,0.63,56.00701661,37.35375231,0.09,6,Increase Chiller,0
3/30/2025 6:00,66.22839624,20.51265956,26.95836236,24.11871982,0.69,57.91841873,45.19716357,0.07,0.12,Eco Mode,4
3/30/2025 7:00,64.53169639,22.53475406,31.87758949,24.97693932,0.73,57.54556099,53.31956273,0.09,0.98,Eco Mode,4
3/30/2025 8:00,81.48483524,24.1926946,25.79730935,24.41128919,0.89,84.41948562,43.90894708,0.08,0.41,Eco Mode,4
3/30/2025 9:00,37.41975679,18.41948716,19.41838709,22.12734416,0.52,37.7359869,42.92167659,0.07,1.87,Increase Chiller,0
3/30/2025 10:00,60.73931208,21.48114924,26.50327898,26.3556786,0.69,53.24020152,53.27866514,0.07,2.36,Eco Mode,4
3/30/2025 11:00,40.52083726,18.55905168,23.27838083,19.07903454,0.51,39.57780491,39.38588542,0.07,4.92,Reduce AHU,1
3/30/2025 12:00,75.89442295,21.65508236,26.0720859,24.62169041,0.94,85.60746192,51.02154488,0.12,0.62,Maintain,2
3/30/2025 13:00,68.72615164,23.05169199,28.05127228,24.79002235,0.76,66.18313999,46.0030535,0.1,0.79,Boost All,3
3/30/2025 14:00,66.91974412,20.07067806,24.98960901,25.70117906,0.84,73.70195985,49.84067788,0.11,1.7,Increase Chiller,0
3/30/2025 15:00,62.60018498,21.06006216,25.74915148,24.80667626,0.72,60.51369787,47.39128684,0.09,0.81,Increase Chiller,0
3/30/2025 16:00,79.20163106,23.32231574,31.62631268,23.55388001,0.8,72.28135863,43.81042119,0.08,0.45,Boost All,3
3/30/2025 17:00,63.86617271,21.84005603,22.95433866,24.98023215,0.84,71.9438807,52.52408306,0.09,0.98,Boost All,3
3/30/2025 18:00,92.6387645,24.23466753,28.15269409,24.03792023,1.02,95.18780055,50.95211735,0.12,0.04,Eco Mode,4
3/30/2025 19:00,52.43173733,19.91872121,23.84841553,26.84055081,0.68,52.97636497,51.14860529,0.09,2.84,Maintain,2
3/30/2025 20:00,51.85419769,19.57606108,24.10074619,19.62720452,0.68,57.64462291,43.31942684,0.08,4.37,Reduce AHU,1
3/30/2025 21:00,58.75768149,20.80036033,24.04628633,25.24320658,0.65,48.86704287,51.60817417,0.09,1.24,Eco Mode,4
3/30/2025 22:00,37.98189077,19.18932615,21.68261301,22.7718031,0.6,44.89067393,48.13169648,0.05,1.23,Boost All,3
3/30/2025 23:00,53.7431108,21.61255946,24.33663226,24.97241679,0.7,55.1642928,52.37856296,0.07,0.97,Maintain,2
3/31/2025 0:00,67.71986516,20.97273309,26.63798229,25.64474335,0.85,72.98413751,53.83819071,0.13,1.64,Boost All,3
3/31/2025 1:00,66.25148639,20.32137764,21.57741695,22.18822569,0.81,74.02943636,43.39462821,0.09,1.81,Boost All,3
3/31/2025 2:00,85.71441694,25.24257762,28.46597805,29.1725117,1,87.66054215,59.73461043,0.13,5.17,Boost All,3
3/31/2025 3:00,41.72360219,18.15964461,23.17454165,27.91603725,0.66,44.9545796,59.38224675,0.09,3.92,Increase Chiller,0
3/31/2025 4:00,100,24.13578113,28.2375356,23.05081344,0.98,94.27817708,44.66106276,0.1,0.95,Eco Mode,4
3/31/2025 5:00,44.92211478,19.52044178,23.7162242,23.67136829,0.68,54.86772065,48.33715173,0.06,0.33,Eco Mode,4
3/31/2025 6:00,77.6296478,22.99985404,28.45635902,23.93128596,0.83,74.93743829,46.59118139,0.12,0.07,Eco Mode,4
3/31/2025 7:00,81.62965335,24.48484085,27.3568961,23.39068233,0.89,80.662873,49.12205069,0.1,0.61,Increase Chiller,0
3/31/2025 8:00,50.09235749,20.8200151,25.47207889,27.98078328,0.74,58.22111608,53.9031931,0.08,3.98,Eco Mode,4
3/31/2025 9:00,57.78953515,20.68004774,25.73745921,22.44655891,0.7,56.53377531,48.74807338,0.09,1.55,Eco Mode,4
3/31/2025 10:00,73.31066323,21.37355663,25.59319591,23.04072301,0.78,67.97312675,47.4723424,0.11,0.96,Maintain,2
3/31/2025 11:00,55.12267606,20.25240005,23.67573611,22.26402456,0.61,50.66681475,41.56588144,0.07,1.74,Increase Chiller,0
3/31/2025 12:00,58.30537641,19.35257322,25.2245241,23.28574518,0.62,49.53523048,44.70327061,0.07,0.71,Maintain,2
3/31/2025 13:00,60.53030142,19.96978842,22.99304353,18.00115237,0.64,57.8771203,35.72969269,0.07,6,Maintain,2
3/31/2025 14:00,75.73626612,21.6370367,23.85273067,24.16822963,0.81,72.48584303,45.96620389,0.1,0.17,Eco Mode,4
3/31/2025 15:00,33.60647487,19.12955546,28.07877161,25.49890826,0.48,27.42477511,52.3911556,0.07,1.5,Increase Chiller,0
3/31/2025 16:00,51.0282584,21.03799099,26.13464357,24.28459311,0.72,59.10670268,49.55468461,0.09,0.28,Increase Chiller,0
3/31/2025 17:00,59.46675808,19.47865073,27.85059254,25.79977852,0.78,67.76048064,46.69263864,0.08,1.8,Increase Chiller,0
3/31/2025 18:00,47.89965065,19.23534079,22.61466288,26.30549365,0.56,39.75330802,48.98561393,0.06,2.31,Eco Mode,4
3/31/2025 19:00,27.93849528,18.62975446,25.67082533,21.49031858,0.46,27.82204039,47.03762567,0.07,2.51,Increase Chiller,0
3/31/2025 20:00,86.26777397,21.03073369,26.40684872,27.11419108,0.9,78.14754089,54.34303205,0.12,3.11,Boost All,3
3/31/2025 21:00,88.64299977,23.9197372,26.88668238,26.30279724,0.95,87.22893835,49.85925344,0.08,2.3,Eco Mode,4
3/31/2025 22:00,61.50557312,21.34785982,23.73750569,27.78579286,0.79,64.83110106,54.95417434,0.09,3.79,Maintain,2
3/31/2025 23:00,91.13034317,24.2014886,33.28362674,20.51183095,0.87,84.36635454,40.00671153,0.11,3.49,Reduce AHU,1
4/1/2025 0:00,71.69792186,20.6411497,30.99474562,23.69392506,0.81,69.88504767,50.33472949,0.09,0.31,Eco Mode,4
4/1/2025 1:00,100,24.41097894,27.73388966,24.56951323,0.99,92.745719,48.72748387,0.13,0.57,Boost All,3
4/1/2025 2:00,61.21774769,21.38978462,26.74339196,24.7709576,0.76,62.47331635,52.71037562,0.08,0.77,Reduce AHU,1
4/1/2025 3:00,15.19339742,17.42177267,20.24398929,18.38892397,0.33,20.72809487,32.5828121,0.03,5.61,Reduce AHU,1
4/1/2025 4:00,67.53451392,22.53016545,26.27642816,23.71311765,0.86,77.19530694,48.42083449,0.1,0.29,Maintain,2
4/1/2025 5:00,43.83430373,17.94046822,23.61927142,25.23720398,0.63,49.28597927,47.51991023,0.09,1.24,Boost All,3
4/1/2025 6:00,98.14894777,26.28784962,34.18252069,19.88730813,0.97,99.1395582,35.56642129,0.09,4.11,Reduce AHU,1
4/1/2025 7:00,100,25.22169786,29.2640394,18.29737005,0.97,96.77284011,39.24762668,0.09,5.7,Increase Chiller,0
4/1/2025 8:00,77.42353337,21.56544178,27.56710295,25.02242948,0.79,67.67731437,49.9300379,0.07,1.02,Reduce AHU,1
4/1/2025 9:00,46.49503357,20.06083694,24.40684822,28.0893335,0.68,47.84928525,59.29190843,0.1,4.09,Eco Mode,4
4/1/2025 10:00,34.53244644,17.57227989,21.89923764,22.3812281,0.46,30.50309137,42.22360086,0.06,1.62,Maintain,2
4/1/2025 11:00,83.94709753,23.96980008,32.47845234,18.31492708,0.89,91.73168202,31.84560939,0.13,5.69,Eco Mode,4
4/1/2025 12:00,49.01276331,19.54450087,23.36631387,22.74424599,0.64,48.53424983,50.43921068,0.08,1.26,Reduce AHU,1
4/1/2025 13:00,79.34002599,23.41237665,30.51112382,26.80739928,0.86,73.04860771,55.23069524,0.08,2.81,Increase Chiller,0
4/1/2025 14:00,85.93412384,25.26061126,25.26298486,23.25593165,0.88,81.81265947,45.16739702,0.09,0.74,Boost All,3
4/1/2025 15:00,74.42662241,21.7268331,23.73997721,21.37397994,0.89,84.34741028,43.97178744,0.08,2.63,Eco Mode,4
4/1/2025 16:00,50.54918496,19.71863556,26.71118335,28.97211423,0.6,41.10333686,54.97868097,0.06,4.97,Maintain,2
4/1/2025 17:00,75.70622479,21.85353688,24.70124786,25.13889903,0.84,72.86085173,51.39386831,0.07,1.14,Boost All,3
4/1/2025 18:00,78.00843391,20.42580404,25.18737113,25.16648462,0.81,70.46465824,50.1787962,0.09,1.17,Maintain,2
4/1/2025 19:00,32.60745777,18.0476973,24.2019364,25.10366213,0.54,38.96005818,45.61019036,0.05,1.1,Maintain,2
4/1/2025 20:00,41.31937646,18.91791295,23.19435541,30.6255412,0.65,44.9826764,57.81749873,0.06,6.63,Reduce AHU,1
4/1/2025 21:00,70.59398148,23.96401376,29.1590284,21.62006484,0.73,62.8930428,44.87313631,0.08,2.38,Maintain,2
4/1/2025 22:00,62.40071665,22.4887888,29.79060976,22.95029623,0.81,71.24937848,47.64115036,0.09,1.05,Maintain,2
4/1/2025 23:00,73.55404995,22.33735412,28.83324758,24.80632181,0.89,78.0243915,53.730163,0.13,0.81,Increase Chiller,0
4/2/2025 0:00,55.44841473,21.30474841,27.17980926,24.18490308,0.66,50.31273408,50.76991257,0.1,0.18,Reduce AHU,1
4/2/2025 1:00,100,24.9659182,29.27331008,23.14342562,1.03,100,46.3814473,0.09,0.86,Maintain,2
4/2/2025 2:00,35.76405026,18.42460822,23.01463176,31.75552792,0.56,31.38285069,61.12698102,0.06,7.76,Boost All,3
4/2/2025 3:00,52.30776401,21.05174012,25.20661977,25.01152284,0.59,43.2170338,48.89492143,0.08,1.01,Increase Chiller,0
4/2/2025 4:00,25.00057136,17.41030041,22.96298935,22.14138894,0.4,20,48.18470321,0.05,1.86,Eco Mode,4
4/2/2025 5:00,100,25.20196529,28.37409651,18.0820106,0.99,100,38.50694548,0.14,5.92,Maintain,2
4/2/2025 6:00,96.79623678,24.17965054,29.37224331,25.31239323,0.97,91.68660647,46.57565791,0.13,1.31,Increase Chiller,0
4/2/2025 7:00,55.63063864,20.33683967,24.77689213,22.79335419,0.72,60.15599917,48.43025807,0.07,1.21,Increase Chiller,0
4/2/2025 8:00,56.58305832,19.44346354,24.84777006,30.00375365,0.78,61.98539732,56.17157666,0.08,6,Eco Mode,4
4/2/2025 9:00,77.60230676,21.82730326,26.39044856,19.01140719,0.73,69.01840888,34.80658877,0.08,4.99,Boost All,3
4/2/2025 10:00,76.49363169,22.05410633,27.23621761,30.22212372,0.86,71.8565502,57.11560065,0.13,6.22,Increase Chiller,0
4/2/2025 11:00,100,24.98467381,29.78227764,24.36292194,1.02,100,44.60125385,0.14,0.36,Boost All,3
4/2/2025 12:00,77.92312591,23.58249508,32.26671732,27.63313048,0.97,84.38931674,59.02486106,0.08,3.63,Increase Chiller,0
